meeting,block_id,votes,of,models_voting_yes,speaker,start,text_snippet
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",149,2,5,phi-4;qwen3.5-9b-q6,SPEAKER_03,3104.71,zone I mean have people sleeping on the ground okay okay okay thank you very
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",153,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_00,3198.55,yes good afternoon have you received the packet of information that i gave to mindy gable yes
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",154,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,3208.04,it's extensive have you all read it i've read much of it and what i what i'm finding though is that it may be a again this may be a situation that we as a traffic commission don't have jurisdiction because it is not part of the public right of way because it's not what part of the
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",155,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_00,3227.35,public right of way well actually it is and that's what i'm trying to to do with that is show that it is a public street and it has gone back and forth over 50 years that i've been involved with it that is private or public and i i don't understand what the city's problem is with it if it's not if i
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",156,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,3253.58,public no most of the streets in the city of lancaster are public but this one for a variety of reasons including some of the information that you had submitted is indicated to not public street and we would not be able to act on it until it is until or unless it is designated a public street so we'
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",158,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,3332.0,guess the unfortunate thing is that this one has been in contention and we as traffic commission cannot take action on it unless and until it is made clear that it is designated as a public street so i i'm not in a position to argue okay like if if there's proof that can be presented with a with a c
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",159,2,5,gemma-4-4b;phi-4,SPEAKER_00,3366.88,that adjudicates that type of a case well okay when i was talking with the city's council for this uh neil albert we agreed that it was they agreed it was a city street their only contention was the width of the street the city at that point in time that was their only contention
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",160,1,5,phi-4,SPEAKER_04,3390.56,and they have not passed that on to you or no one seems to know that i will say that it was not documented that it was a city street that was an opinion not a not set then over the summer why
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",161,1,5,phi-4,SPEAKER_00,3414.86,did the city patch some of the potholes it may have been a mistake no they've always they've
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",164,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_00,3462.6,okay it'll tie up the traffic some of the times then because we have to unload tractor trailers i mean we've been operating there for next year next year will be our 100th year of operating there so it'll just tie up the traffic when we have to unload tractor trailers
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",165,1,5,phi-4,SPEAKER_04,3478.52,i would suggest is either through your your solicitor or ours seek the remedy what how do you get it designated one way or the other if it becomes a public street then we can talk about parking and how and where parking can or cannot be restricted but if it is not public we cannot or if it is not cl
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",172,2,5,ministral-8b;phi-4,SPEAKER_03,3702.03,"So during the daytime, as you see the pictures here, the tow trucks are parked. They're legally parked. So like I said, they do not fall under the commercial vehicle designation. designation. So you could post the, you know, no commercial vehicle signs just as they're posted in 11 o'clock, but it wo"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",175,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,3832.32,it seems like it's more like it's an enforcement issue um which means that please correct me if this is not the appropriate strategy that in the short term since they are not illegally parked during that day when they are illegally parked one needs to call for them to be ticketed and hopefully that 
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",176,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_03,3868.59,i would say that would be um our only course of action at this point of time uh outside of you know a new ordinance being rewritten
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",178,1,5,ministral-8b,SPEAKER_10,3910.33,enforcement well if they have a park there when the majority of the community that comes home from work and they do have to move it in order for them to have the space there to park so I would say they'd have to move it out of the
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",181,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q8,SPEAKER_03,3946.36,oversize again the way the organs is written the overweight and oversized it is about the weight it's not the overall dimension of the vehicle it's so it's the weight of the vehicle these vehicles are not blocking any sight lines or near a stop sign or anything like that causing a hazard or preventi
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",183,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_04,3980.81,"I think part of it may be having clarity in the immediate neighborhood of what to do and when these vehicles are allowed and when they're not allowed, so that one gets into the right rhythm, but also enforcing the trucks not being there when they're not supposed to be there, so that there's greater "
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",184,1,5,phi-4,SPEAKER_03,4012.2,"And that information, again, was provided. I'm just curious as to how recent this complaint has kind of come to your attention, just because, like I said, we did put a decent amount of effort into resolving this problem."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",185,1,5,phi-4,SPEAKER_10,4031.06,"I think she said that she had forwarded to Mr. Campbell a year ago, so this is a continual."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",187,1,5,ministral-8b,SPEAKER_10,4083.98,"great. That would be great. Um, and maybe letting her know that they, that they were taking it because maybe she feels like nobody has been listening to"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",189,2,5,gemma-4-4b;ministral-8b,SPEAKER_04,4114.54,"So it would be greatly appreciated if you can follow through and see if that situation has changed. Now that the weather is changing, it may be something that needs to be repeated in order to reinforce to people that they shouldn't be parking here. Yes. When they're not allowed to be parking there, "
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",190,1,5,phi-4,SPEAKER_10,4149.48,none of this time it's administratively addressed
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",27,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_08,1214.26,requester is mr josh novak yes yes um good afternoon i'm josh novak i'm the general manager for the lancaster marriott and lancaster county convention center and before you as the agenda indicated is the renewal um for utilization of the parking spots uh designated parking spots there on east king s
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",36,2,5,gemma-4-4b;phi-4,SPEAKER_05,1484.04,for valet services for sure i would just say somebody who has used a hotel i might not have read it ahead of time that I'm supposed to go in the garage initially until I went and got it doesn't surprise me that even if you're trying to get folks to go
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",38,2,5,ministral-8b;phi-4,SPEAKER_06,1520.61,motion to approve the request for the Lancaster Marriott Penn Square for renewal of their designated parking space on East King Street for hotel
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",42,2,5,gemma-4-4b;phi-4,SPEAKER_07,1587.46,discussion any discussion from the public parking authority supports the request I'm sorry parking
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",45,1,5,gemma-4-4b,SPEAKER_04,1641.0,he was gonna be here tonight and well he looks like a good man to be on this
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",51,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,1720.19,the loading zone i think we talked about the fact was going to be a loading zone on lemon street
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",52,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1731.71,and that is why well i sent you pictures of the loading zone on print street has anybody looked at
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",53,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,1740.12,them the the improvements related to the bike facility aren't complete yet there will be delineators that will be put in the area excuse me that became a four lane parking space up there
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",54,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1758.32,and that's and that was a three today and there's four there right now the fire engine couldn't even turn to get down or tractor and trailer cannot turn at that street right now I've had loading zones for 65 years and all of a sudden we're not using
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",55,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,1784.84,correctly the whole block uses it and I'm paying for it why why was it taken
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",56,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1797.88,"away? And why is our pushback 20 feet, 9 inches, and on the other side of the street is 14.6?"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",61,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,1948.96,"use a meter. So the loading zones are not, please correct me if I'm wrong, the loading zones are not"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",62,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1955.82,"for handicapped parking? No, we have one of those. Right, and that was... So we corrected that last time by adding a handicapped space. So I guess here's my challenge. I'm looking at what was in"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",65,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_05,2000.69,request was withdrawn at the meeting and it looks like in the intro there's been a new request that was handled administratively for a handicapped parking spot which has been installed and then another request for a load zone and i see um that the recommendation from summer i believe was to deny it 
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",67,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,2042.99,"now. Well, it's to be put in a location that tries to serve as many businesses as possible."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",68,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,2051.2,"There's no business on Lemon Street. There's a lady that does hair, and there's a store. That's the only business that's on Lemon Street."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",72,2,5,gemma-4-4b;phi-4,SPEAKER_09,2075.32,"No, south would be, yes, I guess, if you want to call it south, yeah. So there is even another loading zone space at Lemon and Duke, which is not even used anymore. That's used for going to the funerals and the dentist offices and places like that. That's not loading and unloading either. So you hav"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_standard",75,1,5,qwen3.5-9b-q8,SPEAKER_02,2149.95,safest place to get off is right onto the payment so mid-block would be closer to the guild that's
